name;cores;cpumark;thread;tdp;socket;cat;cannonname
ZHAOXIN KaiXian KX-U6780A;8;3058;736;NA;Unknown;Desktop;ZHAOXIN KaiXian KX-U6780A
ZHAOXIN KaiXian KX-U6780A@2.7GHz;8;3449;787;NA;Unknown;Unknown;ZHAOXIN KaiXian KX-U6780A@2.7GHz
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz;4;1547;556;NA;Unknown;Unknown;ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz
ZHAOXIN KaiXian ZX-C+ C4701@2.0GHz;4;1442;564;NA;Unknown;Unknown;ZHAOXIN KaiXian ZX-C+ C4701@2.0GHz
ZHAOXIN KaiXian ZX-D D4600@2.0GHz;4;1492;602;NA;Unknown;Unknown;ZHAOXIN KaiXian ZX-D D4600@2.0GHz
ZHAOXIN Z3-6540M@2.1+GHz;4;1446;726;NA;Unknown;Desktop;ZHAOXIN Z3-6540M@2.1+GHz
天玑900;8;4259;1567;NA;Unknown;Mobile/Embedded;天玑900
[Dual CPU] AMD EPYC 7252;16;32437;1948;120;SP3;Server;AMD EPYC 7252
[Dual CPU] AMD EPYC 7262;16;34227;2023;155;SP3;Server;AMD EPYC 7262
[Dual CPU] AMD EPYC 7272;24;41593;1791;120;SP3;Server;AMD EPYC 7272
[Dual CPU] AMD EPYC 7282;32;51807;2044;120;SP3;Server;AMD EPYC 7282
[Dual CPU] AMD EPYC 72F3;16;50017;3034;180;SP3;Server;AMD EPYC 72F3
[Dual CPU] AMD EPYC 7301;32;34148;1654;155;SP3;Server;AMD EPYC 7301
[Dual CPU] AMD EPYC 7302;32;51242;1952;155;SP3;Server;AMD EPYC 7302
[Dual CPU] AMD EPYC 7313;32;67828;2664;155;SP3;Server;AMD EPYC 7313
[Dual CPU] AMD EPYC 7343;32;72673;2829;190;SP3;Server;AMD EPYC 7343
[Dual CPU] AMD EPYC 7351;32;25431;1747;155;SP3;Server;AMD EPYC 7351
[Dual CPU] AMD EPYC 7352;48;58125;1689;155;SP3;Server;AMD EPYC 7352
[Dual CPU] AMD EPYC 7371;32;54894;2320;NA;SP3;Server;AMD EPYC 7371
[Dual CPU] AMD EPYC 7373X;32;74709;2761;240;SP3;Server;AMD EPYC 7373X
[Dual CPU] AMD EPYC 73F3;32;72363;2831;240;SP3;Server;AMD EPYC 73F3
[Dual CPU] AMD EPYC 7401;48;55280;1850;155;SP3;Server;AMD EPYC 7401
[Dual CPU] AMD EPYC 7402;48;63597;1931;180;SP3;Server;AMD EPYC 7402
[Dual CPU] AMD EPYC 7413;48;75623;2277;180;SP3;Server;AMD EPYC 7413
[Dual CPU] AMD EPYC 7443;48;71156;2380;200;SP3;Server;AMD EPYC 7443
[Dual CPU] AMD EPYC 7451;48;52322;1931;180;SP3;Server;AMD EPYC 7451
[Dual CPU] AMD EPYC 7452;64;65147;1829;155;SP3;Server;AMD EPYC 7452
[Dual CPU] AMD EPYC 7453;56;80327;2371;225;SP3;Server;AMD EPYC 7453
[Dual CPU] AMD EPYC 7473X;48;81282;2201;240;SP3;Server;AMD EPYC 7473X
[Dual CPU] AMD EPYC 74F3;48;95621;2982;240;SP3;Server;AMD EPYC 74F3
[Dual CPU] AMD EPYC 7501;64;61517;1782;155;SP3;Server;AMD EPYC 7501
[Dual CPU] AMD EPYC 7502;64;78388;2142;180;SP3;Server;AMD EPYC 7502
[Dual CPU] AMD EPYC 7513;64;96465;2732;200;SP3;Server;AMD EPYC 7513
[Dual CPU] AMD EPYC 7532;64;77962;2039;200;SP3;Server;AMD EPYC 7532
[Dual CPU] AMD EPYC 7542;64;73758;2011;225;SP3;Server;AMD EPYC 7542
[Dual CPU] AMD EPYC 7543;64;97273;2673;240;SP3;Server;AMD EPYC 7543
[Dual CPU] AMD EPYC 7551;64;57841;1790;180;SP3;Server;AMD EPYC 7551
[Dual CPU] AMD EPYC 7552;96;72235;1527;200;SP3;Server;AMD EPYC 7552
[Dual CPU] AMD EPYC 7573X;64;103466;2665;280;SP3;Server;AMD EPYC 7573X
[Dual CPU] AMD EPYC 75F3;64;101429;2664;280;SP3;Server;AMD EPYC 75F3
[Dual CPU] AMD EPYC 7601;64;53737;1765;180;SP3;Server;AMD EPYC 7601
[Dual CPU] AMD EPYC 7642;96;85933;2080;225;SP3;Server;AMD EPYC 7642
[Dual CPU] AMD EPYC 7643;96;96440;2189;225;SP3;Server;AMD EPYC 7643
[Dual CPU] AMD EPYC 7662;128;97178;2089;225;SP3;Server;AMD EPYC 7662
[Dual CPU] AMD EPYC 7702;128;89599;1979;200;SP3;Server;AMD EPYC 7702
[Dual CPU] AMD EPYC 7713;128;109207;2454;225;SP3;Server;AMD EPYC 7713
[Dual CPU] AMD EPYC 7742;128;95172;2067;225;SP3;Server;AMD EPYC 7742
[Dual CPU] AMD EPYC 7763;128;113441;2446;280;SP3;Server;AMD EPYC 7763
[Dual CPU] AMD EPYC 7773X;128;110412;2445;280;SP3;Server;AMD EPYC 7773X
[Dual CPU] AMD EPYC 7B12;128;93376;2030;240;SP3;Server;AMD EPYC 7B12
[Dual CPU] AMD EPYC 7B13;128;110944;2461;240;Unknown;Server;AMD EPYC 7B13
[Dual CPU] AMD EPYC 7C13;128;81691;2012;NA;Unknown;Server;AMD EPYC 7C13
[Dual CPU] AMD EPYC 7F32;16;40000;2426;180;SP3;Server;AMD EPYC 7F32
[Dual CPU] AMD EPYC 7F52;32;63931;2402;240;SP3;Server;AMD EPYC 7F52
[Dual CPU] AMD EPYC 7H12;128;86680;2083;280;SP3;Server;AMD EPYC 7H12
[Dual CPU] AMD EPYC 7J13;128;119134;2594;NA;Unknown;Server;AMD EPYC 7J13
[Dual CPU] AMD EPYC 7K62;96;89531;2126;NA;SP3;Server;AMD EPYC 7K62
[Dual CPU] AMD EPYC 7K83;128;102053;2458;NA;Unknown;Server;AMD EPYC 7K83
[Dual CPU] AMD EPYC 7R12;96;92961;2142;200;SP3;Server;AMD EPYC 7R12
[Dual CPU] AMD EPYC 7R13;96;109348;2438;NA;Unknown;Server;AMD EPYC 7R13
[Dual CPU] AMD EPYC 7R32;96;74520;1918;NA;Unknown;Server;AMD EPYC 7R32
[Dual CPU] AMD EPYC 7T83;128;115522;2540;280;SP3;Server;AMD EPYC 7T83
[Dual CPU] AMD EPYC 7V12;128;91701;2042;240;SP3;Server;AMD EPYC 7V12
[Dual CPU] AMD EPYC 7V13;128;100318;2171;240;SP3;Server;AMD EPYC 7V13
[Dual CPU] AMD EPYC 7V73X;128;94451;2277;280;Unknown;Server;AMD EPYC 7V73X
[Dual CPU] AMD EPYC 7Y83;128;108281;2622;280;SP3;Mobile/Embedded;AMD EPYC 7Y83
[Dual CPU] AMD EPYC 9015;16;53787;3132;125;SP5;Server;AMD EPYC 9015
[Dual CPU] AMD EPYC 9124;32;63699;2327;200;SP5;Server;AMD EPYC 9124
[Dual CPU] AMD EPYC 9135;32;85694;3326;200;SP5;Server;AMD EPYC 9135
[Dual CPU] AMD EPYC 9174F;32;90483;3439;320;SP5;Server;AMD EPYC 9174F
[Dual CPU] AMD EPYC 9175F;32;99806;3610;320;SP5;Server;AMD EPYC 9175F
[Dual CPU] AMD EPYC 9184X;32;84253;3222;320;SP5;Server;AMD EPYC 9184X
[Dual CPU] AMD EPYC 9224;48;83623;2601;200;SP5;Server;AMD EPYC 9224
[Dual CPU] AMD EPYC 9254;48;95370;3103;200;SP5;Server;AMD EPYC 9254
[Dual CPU] AMD EPYC 9274F;48;112943;3371;NA;SP5;Server;AMD EPYC 9274F
[Dual CPU] AMD EPYC 9334;64;109109;3042;NA;SP5;Server;AMD EPYC 9334
[Dual CPU] AMD EPYC 9335;64;132438;3741;210;SP5;Server;AMD EPYC 9335
[Dual CPU] AMD EPYC 9354;64;113544;2934;280;SP5;Server;AMD EPYC 9354
[Dual CPU] AMD EPYC 9374F;64;125259;3264;320;SP5;Server;AMD EPYC 9374F
[Dual CPU] AMD EPYC 9384X;64;121560;3085;320;SP5;Server;AMD EPYC 9384X
[Dual CPU] AMD EPYC 9454;96;129701;2982;290;SP5;Server;AMD EPYC 9454
[Dual CPU] AMD EPYC 9474F;96;147898;3212;360;SP5;Server;AMD EPYC 9474F
[Dual CPU] AMD EPYC 9475F;96;168328;3968;4000;SP5;Server;AMD EPYC 9475F
[Dual CPU] AMD EPYC 9534;128;135059;2882;280;SP5;Server;AMD EPYC 9534
[Dual CPU] AMD EPYC 9554;128;142383;2950;360;SP5;Server;AMD EPYC 9554
[Dual CPU] AMD EPYC 9555;128;182471;3743;360;SP5;Server;AMD EPYC 9555
[Dual CPU] AMD EPYC 9575F;128;200197;4255;400;SP5;Server;AMD EPYC 9575F
[Dual CPU] AMD EPYC 9634;168;142281;2863;290;SP5;Server;AMD EPYC 9634
[Dual CPU] AMD EPYC 9654;192;145421;2786;360;SP5;Server;AMD EPYC 9654
[Dual CPU] AMD EPYC 9655;192;200555;3869;400;SP5;Server;AMD EPYC 9655
[Dual CPU] AMD EPYC 9684X;192;150974;2893;400;SP5;Server;AMD EPYC 9684X
[Dual CPU] AMD EPYC 9734;224;130034;2369;340;SP5;Server;AMD EPYC 9734
[Dual CPU] AMD EPYC 9745;256;171542;3140;400;SP5;Server;AMD EPYC 9745
[Dual CPU] AMD EPYC 9754;256;130015;2362;360;SP5;Server;AMD EPYC 9754
[Dual CPU] AMD EPYC 9755;256;198588;3505;500;SP5;Server;AMD EPYC 9755
[Dual CPU] AMD EPYC 9845;320;153265;3105;390;SP5;Server;AMD EPYC 9845
[Dual CPU] AMD EPYC 9965;384;182626;3098;500;SP5;Server;AMD EPYC 9965
[Dual CPU] AMD EPYC 9B14;192;145397;2859;NA;Unknown;Server;AMD EPYC 9B14
[Dual CPU] AMD EPYC 9J45;256;201335;3488;NA;Unknown;Server;AMD EPYC 9J45
[Dual CPU] AMD EPYC 9K65;384;187923;3176;NA;SP5;Server;AMD EPYC 9K65
[Dual CPU] AMD EPYC 9V94;256;83538;1902;NA;SP5;Server;AMD EPYC 9V94
[Dual CPU] AMD EPYC Embedded 9124;32;71486;2907;200;SP5;Server;AMD EPYC Embedded 9124
[Dual CPU] AMD Opteron 2216;4;1771;865;95;F (1207);Server;AMD Opteron 2216
[Dual CPU] AMD Opteron 2218;4;1994;964;95;F (1207);Server;AMD Opteron 2218
[Dual CPU] AMD Opteron 2220;4;1748;1006;95;F (1207);Server;AMD Opteron 2220
[Dual CPU] AMD Opteron 2222;4;2098;964;95;F (1207);Server;AMD Opteron 2222
[Dual CPU] AMD Opteron 2354;8;3242;899;115;F (1207);Server;AMD Opteron 2354
[Dual CPU] AMD Opteron 2356;8;3519;907;75;F (1207);Server;AMD Opteron 2356
[Dual CPU] AMD Opteron 2373 EE;8;3521;865;60;F (1207);Server;AMD Opteron 2373 EE
[Dual CPU] AMD Opteron 2374 HE;8;3667;915;55;F (1207);Server;AMD Opteron 2374 HE
[Dual CPU] AMD Opteron 2382;8;4516;1157;115;F (1207);Server;AMD Opteron 2382
[Dual CPU] AMD Opteron 2387;8;4105;1107;75;F (1207);Server;AMD Opteron 2387
[Dual CPU] AMD Opteron 2427;12;4499;906;75;F (1207);Server;AMD Opteron 2427
[Dual CPU] AMD Opteron 2431;12;5844;1037;75;F (1207);Server;AMD Opteron 2431
[Dual CPU] AMD Opteron 2435;12;5681;1137;75;F (1207);Server;AMD Opteron 2435
[Dual CPU] AMD Opteron 285;4;1441;989;95;940;Server;AMD Opteron 285
[Dual CPU] AMD Opteron 290;4;1430;1046;95;940;Server;AMD Opteron 290
[Dual CPU] AMD Opteron 4130;8;4315;1067;95;F (1207);Server;AMD Opteron 4130
[Dual CPU] AMD Opteron 4170 HE;12;5152;852;65;C32;Server;AMD Opteron 4170 HE
[Dual CPU] AMD Opteron 4174 HE;12;5656;950;65;C32;Server;AMD Opteron 4174 HE
[Dual CPU] AMD Opteron 4238;6;7236;1313;95;Socket C32;Server;AMD Opteron 4238
[Dual CPU] AMD Opteron 4274 HE;8;6909;1037;65;C32;Server;AMD Opteron 4274 HE
[Dual CPU] AMD Opteron 4284;8;8560;1369;95;Socket C32;Server;AMD Opteron 4284
[Dual CPU] AMD Opteron 4332 HE;12;6621;1361;65;Socket C32;Server;AMD Opteron 4332 HE
[Dual CPU] AMD Opteron 4386;8;9253;1309;95;C32;Server;AMD Opteron 4386
[Dual CPU] AMD Opteron 6128;16;6141;862;115;G34;Server;AMD Opteron 6128
[Dual CPU] AMD Opteron 6128 HE;16;6339;883;85;Socket G34;Server;AMD Opteron 6128 HE
[Dual CPU] AMD Opteron 6134;16;6053;898;115;G34;Server;AMD Opteron 6134
[Dual CPU] AMD Opteron 6136;16;7964;1059;115;Socket G34;Server;AMD Opteron 6136
[Quad CPU] AMD Opteron 6168;48;15745;845;115;G34;Server;AMD Opteron 6168
[Quad CPU] AMD Opteron 6172;48;16032;919;115;G34;Server;AMD Opteron 6172
[Quad CPU] AMD Opteron 6174;48;12607;939;115;Socket G34;Server;AMD Opteron 6174
[Dual CPU] AMD Opteron 6176 SE;24;7818;963;140;G34;Server;AMD Opteron 6176 SE
[Dual CPU] AMD Opteron 6220;8;7951;1235;115;Socket G34;Server;AMD Opteron 6220
[Dual CPU] AMD Opteron 6234;12;8644;887;115;G34;Server;AMD Opteron 6234
[Dual CPU] AMD Opteron 6238;12;8206;1076;115;Socket G34;Server;AMD Opteron 6238
[Dual CPU] AMD Opteron 6272;16;9239;966;115;G34;Server;AMD Opteron 6272
[Dual CPU] AMD Opteron 6274;16;10313;974;115;G34;Server;AMD Opteron 6274
[Quad CPU] AMD Opteron 6276;32;12514;968;115;Socket G34;Server;AMD Opteron 6276
[Dual CPU] AMD Opteron 6276;16;9138;917;115;Socket G34;Server;AMD Opteron 6276
[Quad CPU] AMD Opteron 6278;64;13733;1007;115;Unknown;Server;AMD Opteron 6278
[Quad CPU] AMD Opteron 6282 SE;64;12083;894;140;Unknown;Server;AMD Opteron 6282 SE
[Dual CPU] AMD Opteron 6282 SE;32;7130;517;140;Unknown;Server;AMD Opteron 6282 SE
[Dual CPU] AMD Opteron 6284 SE;32;10619;857;140;Socket G34;Server;AMD Opteron 6284 SE
[Quad CPU] AMD Opteron 6328;16;10076;1252;115;G34;Server;AMD Opteron 6328
[Dual CPU] AMD Opteron 6328;8;9508;1442;115;G34;Server;AMD Opteron 6328
[Dual CPU] AMD Opteron 6344;12;9023;672;115;Unknown;Server;AMD Opteron 6344
[Dual CPU] AMD Opteron 6348;12;13470;1344;115;Unknown;Server;AMD Opteron 6348
[Dual CPU] AMD Opteron 6366 HE;16;10265;1167;85;Unknown;Server;AMD Opteron 6366 HE
[Quad CPU] AMD Opteron 6376;32;21745;1185;115;Socket G34;Server;AMD Opteron 6376
[Dual CPU] AMD Opteron 6376;16;12601;1153;115;Socket G34;Server;AMD Opteron 6376
[Quad CPU] AMD Opteron 6378;32;13236;1065;115;G34;Server;AMD Opteron 6378
[Dual CPU] AMD Opteron 6378;16;12668;1138;115;G34;Server;AMD Opteron 6378
[Quad CPU] AMD Opteron 6380;32;14445;1217;115;G34;Server;AMD Opteron 6380
[Dual CPU] AMD Opteron 6380;16;11807;1042;115;G34;Server;AMD Opteron 6380
[Dual CPU] AMD Opteron 6386 SE;32;12610;1276;140;Socket G34;Server;AMD Opteron 6386 SE
[Quad CPU] AMD Opteron 8356;16;5397;929;75;F (1207);Server;AMD Opteron 8356
[Quad CPU] AMD Opteron 8378;16;7726;1044;115;F (1207);Server;AMD Opteron 8378
[Dual CPU] AMD Opteron 8431;12;5716;1002;115;F (1207);Server;AMD Opteron 8431
[Quad CPU] AMD Opteron 8435;24;11843;1156;75;F (1207);Server;AMD Opteron 8435
[Dual CPU] AMD Opteron 8439 SE;12;6340;1204;105;F (1207);Server;AMD Opteron 8439 SE
[Quad CPU] AMD Opteron 885;8;2696;NA;95;949;Server;AMD Opteron 885
[5-Way CPU] AMD Ryzen 9 5950X;80;13220;2972;105;AM4;Desktop;AMD Ryzen 9 5950X
[Dual CPU] AMD Ryzen Threadripper PRO 3955WX;32;63885;2439;280;sWRX8;Desktop, Server;AMD Ryzen Threadripper PRO 3955WX
[Dual CPU] AMD Ryzen Threadripper PRO 3975WX;64;98811;2676;280;sWRX8;Desktop, Server;AMD Ryzen Threadripper PRO 3975WX
[Dual CPU] AMD Ryzen Threadripper PRO 3995WX;128;113693;2559;280;sWRX8;Desktop, Server;AMD Ryzen Threadripper PRO 3995WX
[3-Way CPU] ARM ARMv8 rev 0 (v8l) 6 Core 1907 MHz;18;3477;697;NA;Unknown;Mobile/Embedded;ARM ARMv8 rev 0 (v8l) 6 Core 1907 MHz
[3-Way CPU] ARM ARMv8 rev 1 (v8l) 12 Core 2201 MHz;36;7371;1183;NA;Unknown;Mobile/Embedded;ARM ARMv8 rev 1 (v8l) 12 Core 2201 MHz
[Dual CPU] ARM Cortex-A76 4 Core 1800 MHz;8;3108;980;NA;Unknown;Mobile/Embedded;ARM Cortex-A76 4 Core 1800 MHz
[Dual CPU] Dual-Core AMD Opteron 2212 HE;4;1563;771;68;F (1207);Server;Dual-Core AMD Opteron 2212 HE
[Dual CPU] Hygon C86 S316 16-core;32;27680;1677;NA;Unknown;Desktop;Hygon C86 S316 16-core
[Dual CPU] Intel Core i5-12400F;12;19680;3630;65;FCLGA1700;Desktop;Intel Core i5-12400F
[Dual CPU] Intel Core i7-5960X @ 3.50GHz;16;20781;1663;140;FCLGA2011;Desktop;Intel Core i7-5960X @ 3.50GHz
[Dual CPU] Intel Core2 Duo T7700 @ 2.40GHz;4;3497;1603;35;BGA479;Laptop;Intel Core2 Duo T7700 @ 2.40GHz
[Dual CPU] Intel Xeon 2.80GHz;2;1374;616;103;PPGA604;Server;Intel Xeon 2.80GHz
[Dual CPU] Intel Xeon 3.06GHz;2;533;600;NA;Unknown;Server;Intel Xeon 3.06GHz
[Dual CPU] Intel Xeon 3.20GHz;2;786;673;103;PPGA604;Server;Intel Xeon 3.20GHz
[Dual CPU] Intel Xeon 3.40GHz;2;893;739;103;PPGA604;Server;Intel Xeon 3.40GHz
[Dual CPU] Intel Xeon 3.73GHz;4;1595;760;NA;Unknown;Server;Intel Xeon 3.73GHz
[Dual CPU] Intel Xeon 5110 @ 1.60GHz;4;1373;652;65;LGA771;Server;Intel Xeon 5110 @ 1.60GHz
[Dual CPU] Intel Xeon 5120 @ 1.86GHz;4;1486;770;65;LGA771;Server;Intel Xeon 5120 @ 1.86GHz
[Dual CPU] Intel Xeon 5130 @ 2.00GHz;4;1653;817;65;LGA771;Server;Intel Xeon 5130 @ 2.00GHz
[Dual CPU] Intel Xeon 5140 @ 2.33GHz;4;1808;924;65;LGA771;Server;Intel Xeon 5140 @ 2.33GHz
[Dual CPU] Intel Xeon 5150 @ 2.66GHz;4;2038;1065;65;LGA771;Server;Intel Xeon 5150 @ 2.66GHz
[Dual CPU] Intel Xeon 5160 @ 3.00GHz;4;2402;1202;80;LGA771;Server;Intel Xeon 5160 @ 3.00GHz
[Dual CPU] Intel Xeon 6505P;24;65440;3404;150;FCLGA4710;Server;Intel Xeon 6505P
[Dual CPU] Intel Xeon 6507P;16;54891;3458;150;FCLGA4710;Server;Intel Xeon 6507P
[Dual CPU] Intel Xeon 6515P;32;82678;3213;150;FCLGA4710;Server;Intel Xeon 6515P
[Dual CPU] Intel Xeon 6517P;32;82624;3427;190;FCLGA4710;Server;Intel Xeon 6517P
[Dual CPU] Intel Xeon 6520P;48;99016;3349;210;FCLGA4710;Server;Intel Xeon 6520P
[Dual CPU] Intel Xeon 6530P;64;124434;3453;225;FCLGA4710;Server;Intel Xeon 6530P
[Dual CPU] Intel Xeon 6730P;64;118874;3215;250;FCLGA4710;Server;Intel Xeon 6730P
[Dual CPU] Intel Xeon 6736P;72;125444;3445;205;FCLGA4710;Server;Intel Xeon 6736P
[Dual CPU] Intel Xeon 6737P;64;127075;3366;270;FCLGA4710;Server;Intel Xeon 6737P
[Dual CPU] Intel Xeon 6740P;96;122165;3185;270;FCLGA4710;Server;Intel Xeon 6740P
[Dual CPU] Intel Xeon 6747P;96;142257;3227;330;FCLGA4710;Server;Intel Xeon 6747P
[Dual CPU] Intel Xeon 6760P;128;153187;3214;330;FCLGA4710;Server;Intel Xeon 6760P
[Dual CPU] Intel Xeon 6767P;128;157028;3298;350;FCLGA4710;Server;Intel Xeon 6767P
[Dual CPU] Intel Xeon 6787P;172;148896;3137;350;FCLGA4710;Server;Intel Xeon 6787P
[Dual CPU] Intel Xeon 6960P;144;160785;3164;500;FCLGA7529;Server;Intel Xeon 6960P
[Quad CPU] Intel Xeon @ 2.20GHz;4;2167;1177;61;PPGA603;Server;Intel Xeon @ 2.20GHz
[Dual CPU] Intel Xeon Bronze 3104 @ 1.70GHz;12;8106;1056;85;FCLGA3647;Server;Intel Xeon Bronze 3104 @ 1.70GHz
[Dual CPU] Intel Xeon Bronze 3106 @ 1.70GHz;16;10317;1016;85;FCLGA3647;Server;Intel Xeon Bronze 3106 @ 1.70GHz
[Dual CPU] Intel Xeon Bronze 3204 @ 1.90GHz;12;8959;1126;85;FCLGA3647;Server;Intel Xeon Bronze 3204 @ 1.90GHz
[Dual CPU] Intel Xeon Bronze 3206R @ 1.90GHz;16;11450;1151;85;FCLGA3647;Server;Intel Xeon Bronze 3206R @ 1.90GHz
[Dual CPU] Intel Xeon E5-2403 v2 @ 1.80GHz;8;4810;971;80;FCLGA1356;Server;Intel Xeon E5-2403 v2 @ 1.80GHz
[Dual CPU] Intel Xeon E5-2407 @ 2.20GHz;8;5362;1038;80;LGA 1356;Server;Intel Xeon E5-2407 @ 2.20GHz
[Dual CPU] Intel Xeon E5-2407 v2 @ 2.40GHz;8;6546;1298;80;FCLGA1356;Server;Intel Xeon E5-2407 v2 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2420 @ 1.90GHz;12;9317;1023;95;LGA1356;Server;Intel Xeon E5-2420 @ 1.90GHz
[Quad CPU] Intel Xeon E5-2420 @ 1.90GHz;24;3065;1108;95;LGA1356;Server;Intel Xeon E5-2420 @ 1.90GHz
[Dual CPU] Intel Xeon E5-2420 v2 @ 2.20GHz;12;11554;1370;80;FCLGA1356;Server;Intel Xeon E5-2420 v2 @ 2.20GHz
[Dual CPU] Intel Xeon E5-2428L @ 1.80GHz;12;8500;899;60;FCLGA1356;Server;Intel Xeon E5-2428L @ 1.80GHz
[Dual CPU] Intel Xeon E5-2430 @ 2.20GHz;12;9513;1224;95;LGA 1356;Server;Intel Xeon E5-2430 @ 2.20GHz
[Dual CPU] Intel Xeon E5-2430 v2 @ 2.50GHz;12;12267;1530;80;LGA 1356;Server;Intel Xeon E5-2430 v2 @ 2.50GHz
[Dual CPU] Intel Xeon E5-2430L @ 2.00GHz;12;9752;1153;60;FCLGA1356;Server;Intel Xeon E5-2430L @ 2.00GHz
[Dual CPU] Intel Xeon E5-2430L v2 @ 2.40GHz;12;12183;1374;60;LGA 1356;Server;Intel Xeon E5-2430L v2 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2440 @ 2.40GHz;12;10517;1156;95;LGA 1356;Server;Intel Xeon E5-2440 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2440 v2 @ 1.90GHz;16;13818;1313;95;LGA 1356;Server;Intel Xeon E5-2440 v2 @ 1.90GHz
[Dual CPU] Intel Xeon E5-2450 @ 2.10GHz;16;11136;1259;95;LGA 1356;Server;Intel Xeon E5-2450 @ 2.10GHz
[Dual CPU] Intel Xeon E5-2450 v2 @ 2.50GHz;16;16398;1663;95;LGA 1356;Server;Intel Xeon E5-2450 v2 @ 2.50GHz
[Dual CPU] Intel Xeon E5-2450L @ 1.80GHz;16;11611;1025;70;LGA 1356;Server;Intel Xeon E5-2450L @ 1.80GHz
[Dual CPU] Intel Xeon E5-2470 @ 2.30GHz;16;14258;1378;95;LGA 1356;Server;Intel Xeon E5-2470 @ 2.30GHz
[Dual CPU] Intel Xeon E5-2470 v2 @ 2.40GHz;20;18626;1566;95;LGA 1356;Server;Intel Xeon E5-2470 v2 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2603 @ 1.80GHz;8;4353;868;80;LGA 2011;Server;Intel Xeon E5-2603 @ 1.80GHz
[Dual CPU] Intel Xeon E5-2603 v2 @ 1.80GHz;8;5017;991;80;LGA 2011;Server;Intel Xeon E5-2603 v2 @ 1.80GHz
[Dual CPU] Intel Xeon E5-2603 v3 @ 1.60GHz;12;6851;911;85;LGA2011-v3;Server;Intel Xeon E5-2603 v3 @ 1.60GHz
[Dual CPU] Intel Xeon E5-2603 v4 @ 1.70GHz;12;7947;1078;85;FCLGA2011-3;Server;Intel Xeon E5-2603 v4 @ 1.70GHz
[Dual CPU] Intel Xeon E5-2609 @ 2.40GHz;8;5878;1153;80;LGA2011;Server;Intel Xeon E5-2609 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2609 v2 @ 2.50GHz;8;6847;1380;80;LGA 2011;Server;Intel Xeon E5-2609 v2 @ 2.50GHz
[Dual CPU] Intel Xeon E5-2609 v3 @ 1.90GHz;12;8600;1106;80;LGA2011-v3;Server;Intel Xeon E5-2609 v3 @ 1.90GHz
[Dual CPU] Intel Xeon E5-2609 v4 @ 1.70GHz;16;10198;1068;85;FCLGA2011-3;Server;Intel Xeon E5-2609 v4 @ 1.70GHz
[Dual CPU] Intel Xeon E5-2618L v4 @ 2.20GHz;20;22319;1947;75;FCLGA2011-3;Server;Intel Xeon E5-2618L v4 @ 2.20GHz
[Dual CPU] Intel Xeon E5-2620 @ 2.00GHz;12;9782;1133;95;LGA2011;Server;Intel Xeon E5-2620 @ 2.00GHz
[Dual CPU] Intel Xeon E5-2620 v2 @ 2.10GHz;12;10937;1289;80;FCLGA2011;Server;Intel Xeon E5-2620 v2 @ 2.10GHz
[Dual CPU] Intel Xeon E5-2620 v3 @ 2.40GHz;12;13113;1688;85;LGA2011-v3;Server;Intel Xeon E5-2620 v3 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2620 v4 @ 2.10GHz;16;15908;1701;85;FCLGA2011-3;Server;Intel Xeon E5-2620 v4 @ 2.10GHz
[Dual CPU] Intel Xeon E5-2623 v3 @ 3.00GHz;8;11676;1936;105;LGA2011-v3;Server;Intel Xeon E5-2623 v3 @ 3.00GHz
[Dual CPU] Intel Xeon E5-2623 v4 @ 2.60GHz;8;8753;1456;85;FCLGA2011-3;Server;Intel Xeon E5-2623 v4 @ 2.60GHz
[Dual CPU] Intel Xeon E5-2628L v4 @ 1.90GHz;24;18895;1462;75;FCLGA2011-3;Server;Intel Xeon E5-2628L v4 @ 1.90GHz
[Dual CPU] Intel Xeon E5-2630 @ 2.30GHz;12;10428;1235;95;LGA2011;Server;Intel Xeon E5-2630 @ 2.30GHz
[Dual CPU] Intel Xeon E5-2630 v2 @ 2.60GHz;12;13577;1576;80;FCLGA2011;Server;Intel Xeon E5-2630 v2 @ 2.60GHz
[Dual CPU] Intel Xeon E5-2630 v3 @ 2.40GHz;16;16933;1713;85;LGA2011-v3;Server;Intel Xeon E5-2630 v3 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2630 v4 @ 2.20GHz;20;19143;1717;85;FCLGA2011-3;Server;Intel Xeon E5-2630 v4 @ 2.20GHz
[Dual CPU] Intel Xeon E5-2630L @ 2.00GHz;12;8760;1152;60;LGA 2011;Server;Intel Xeon E5-2630L @ 2.00GHz
[Dual CPU] Intel Xeon E5-2630L v2 @ 2.40GHz;12;12619;1393;60;LGA 2011;Server;Intel Xeon E5-2630L v2 @ 2.40GHz
[Dual CPU] Intel Xeon E5-2630L v3 @ 1.80GHz;16;14654;1620;55;LGA2011-v3;Server;Intel Xeon E5-2630L v3 @ 1.80GHz
